,State Name,county Name,State Code,County Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
180742,New York,New York,36,61,2014-10-02,31,Good,PM2.5,36-061-0128,4
180743,New York,New York,36,61,2014-10-03,33,Good,PM2.5,36-061-0134,4
180744,New York,New York,36,61,2014-10-04,25,Good,PM2.5,36-061-0115,4
180745,New York,New York,36,61,2014-10-05,43,Good,PM2.5,36-061-0128,5
180746,New York,New York,36,61,2014-10-06,52,Moderate,PM2.5,36-061-0115,4
180747,New York,New York,36,61,2014-10-07,37,Good,PM2.5,36-061-0134,3
180748,New York,New York,36,61,2014-10-08,38,Good,PM2.5,36-061-0134,5
180749,New York,New York,36,61,2014-10-09,36,Good,PM2.5,36-061-0134,4
180750,New York,New York,36,61,2014-10-10,40,Good,PM2.5,36-061-0134,4
180751,New York,New York,36,61,2014-10-11,53,Moderate,PM2.5,36-061-0128,5
180752,New York,New York,36,61,2014-10-12,27,Good,PM2.5,36-061-0134,4
180753,New York,New York,36,61,2014-10-13,43,Good,PM2.5,36-061-0115,4
180754,New York,New York,36,61,2014-10-14,34,Good,PM2.5,36-061-0115,5
180755,New York,New York,36,61,2014-10-15,33,Good,PM2.5,36-061-0115,4
180756,New York,New York,36,61,2014-10-16,38,Good,PM2.5,36-061-0115,4
180757,New York,New York,36,61,2014-10-17,51,Moderate,PM2.5,36-061-0134,5
180758,New York,New York,36,61,2014-10-18,32,Good,PM2.5,36-061-0115,4
180759,New York,New York,36,61,2014-10-19,21,Good,Ozone,36-061-0135,4
180760,New York,New York,36,61,2014-10-20,40,Good,PM2.5,36-061-0079,5
180761,New York,New York,36,61,2014-10-21,51,Moderate,PM2.5,36-061-0134,4
180762,New York,New York,36,61,2014-10-22,29,Good,PM2.5,36-061-0128,4
180763,New York,New York,36,61,2014-10-23,16,Good,Ozone,36-061-0135,5
180764,New York,New York,36,61,2014-10-24,33,Good,PM2.5,36-061-0128,4
180765,New York,New York,36,61,2014-10-25,55,Moderate,PM2.5,36-061-0128,4
180766,New York,New York,36,61,2014-10-26,32,Good,PM2.5,36-061-0134,5
180767,New York,New York,36,61,2014-10-27,41,Good,PM2.5,36-061-0134,4
180768,New York,New York,36,61,2014-10-28,63,Moderate,PM2.5,36-061-0134,4
180769,New York,New York,36,61,2014-10-29,58,Moderate,PM2.5,36-061-0134,5
180770,New York,New York,36,61,2014-10-30,34,Good,PM2.5,36-061-0134,4
180771,New York,New York,36,61,2014-10-31,39,Good,PM2.5,36-061-0128,4
180772,New York,New York,36,61,2014-11-01,32,Good,PM2.5,36-061-0134,5
180773,New York,New York,36,61,2014-11-02,25,Good,Ozone,36-061-0135,4
180774,New York,New York,36,61,2014-11-03,42,Good,PM2.5,36-061-0134,4
180775,New York,New York,36,61,2014-11-04,55,Moderate,PM2.5,36-061-0134,5
180776,New York,New York,36,61,2014-11-05,56,Moderate,PM2.5,36-061-0134,4
180777,New York,New York,36,61,2014-11-06,50,Good,PM2.5,36-061-0134,4
180778,New York,New York,36,61,2014-11-07,29,Good,PM2.5,36-061-0134,5
180779,New York,New York,36,61,2014-11-08,32,Good,PM2.5,36-061-0115,4
180780,New York,New York,36,61,2014-11-09,54,Moderate,PM2.5,36-061-0134,4
180781,New York,New York,36,61,2014-11-10,60,Moderate,PM2.5,36-061-0115,5
180782,New York,New York,36,61,2014-11-11,65,Moderate,PM2.5,36-061-0115,4
180783,New York,New York,36,61,2014-11-12,49,Good,PM2.5,36-061-0115,4
180784,New York,New York,36,61,2014-11-13,50,Good,PM2.5,36-061-0134,5
180785,New York,New York,36,61,2014-11-14,35,Good,PM2.5,36-061-0128,4
180786,New York,New York,36,61,2014-11-15,41,Good,PM2.5,36-061-0115,4
180787,New York,New York,36,61,2014-11-16,55,Moderate,PM2.5,36-061-0115,5
180788,New York,New York,36,61,2014-11-17,56,Moderate,PM2.5,36-061-0128,4
180789,New York,New York,36,61,2014-11-18,52,Moderate,PM2.5,36-061-0115,4
180790,New York,New York,36,61,2014-11-19,59,Moderate,PM2.5,36-061-0128,5
180791,New York,New York,36,61,2014-11-20,56,Moderate,PM2.5,36-061-0115,4
180792,New York,New York,36,61,2014-11-21,52,Moderate,PM2.5,36-061-0115,4
180793,New York,New York,36,61,2014-11-22,58,Moderate,PM2.5,36-061-0115,5
180794,New York,New York,36,61,2014-11-23,65,Moderate,PM2.5,36-061-0115,4
180795,New York,New York,36,61,2014-11-24,56,Moderate,PM2.5,36-061-0115,4
180796,New York,New York,36,61,2014-11-25,52,Moderate,PM2.5,36-061-0115,5
180797,New York,New York,36,61,2014-11-26,53,Moderate,PM2.5,36-061-0128,4
180798,New York,New York,36,61,2014-11-27,40,Good,PM2.5,36-061-0115,4
180799,New York,New York,36,61,2014-11-28,39,Good,PM2.5,36-061-0115,5
180800,New York,New York,36,61,2014-11-29,52,Moderate,PM2.5,36-061-0115,4
180801,New York,New York,36,61,2014-11-30,65,Moderate,PM2.5,36-061-0115,4
180802,New York,New York,36,61,2014-12-01,60,Moderate,PM2.5,36-061-0134,5
180803,New York,New York,36,61,2014-12-02,56,Moderate,PM2.5,36-061-0128,4
180804,New York,New York,36,61,2014-12-03,56,Moderate,PM2.5,36-061-0115,4
180805,New York,New York,36,61,2014-12-04,55,Moderate,PM2.5,36-061-0128,4
180806,New York,New York,36,61,2014-12-05,73,Moderate,PM2.5,36-061-0128,4
180807,New York,New York,36,61,2014-12-06,58,Moderate,PM2.5,36-061-0115,4
180808,New York,New York,36,61,2014-12-07,46,Good,PM2.5,36-061-0115,5
180809,New York,New York,36,61,2014-12-08,67,Moderate,PM2.5,36-061-0128,4
180810,New York,New York,36,61,2014-12-09,53,Moderate,PM2.5,36-061-0128,4
180811,New York,New York,36,61,2014-12-10,39,Good,PM2.5,36-061-0115,4
180812,New York,New York,36,61,2014-12-11,53,Moderate,PM2.5,36-061-0115,4
180813,New York,New York,36,61,2014-12-12,51,Moderate,PM2.5,36-061-0115,4
180814,New York,New York,36,61,2014-12-13,52,Moderate,PM2.5,36-061-0115,5
180815,New York,New York,36,61,2014-12-14,54,Moderate,PM2.5,36-061-0115,4
180816,New York,New York,36,61,2014-12-15,54,Moderate,PM2.5,36-061-0135,4
180817,New York,New York,36,61,2014-12-16,74,Moderate,PM2.5,36-061-0128,5
180818,New York,New York,36,61,2014-12-17,52,Moderate,PM2.5,36-061-0115,4
180819,New York,New York,36,61,2014-12-18,41,Good,PM2.5,36-061-0115,4
180820,New York,New York,36,61,2014-12-19,43,Good,PM2.5,36-061-0115,5
180821,New York,New York,36,61,2014-12-20,51,Moderate,PM2.5,36-061-0115,4
180822,New York,New York,36,61,2014-12-21,58,Moderate,PM2.5,36-061-0134,4
180823,New York,New York,36,61,2014-12-22,73,Moderate,PM2.5,36-061-0128,5
180824,New York,New York,36,61,2014-12-23,59,Moderate,PM2.5,36-061-0128,4
180825,New York,New York,36,61,2014-12-24,55,Moderate,PM2.5,36-061-0128,4
180826,New York,New York,36,61,2014-12-25,44,Good,PM2.5,36-061-0115,5
180827,New York,New York,36,61,2014-12-26,56,Moderate,PM2.5,36-061-0115,4
180828,New York,New York,36,61,2014-12-27,63,Moderate,PM2.5,36-061-0134,4
180829,New York,New York,36,61,2014-12-28,62,Moderate,PM2.5,36-061-0115,5
180830,New York,New York,36,61,2014-12-29,44,Good,PM2.5,36-061-0115,4
180831,New York,New York,36,61,2014-12-30,49,Good,PM2.5,36-061-0128,4
180832,New York,New York,36,61,2014-12-31,60,Moderate,PM2.5,36-061-0115,5
183207,New York,New York,36,61,2015-01-01,67,Moderate,PM2.5,36-061-0115,4
183208,New York,New York,36,61,2015-01-02,70,Moderate,PM2.5,36-061-0115,4
183209,New York,New York,36,61,2015-01-03,61,Moderate,PM2.5,36-061-0128,5
183210,New York,New York,36,61,2015-01-04,60,Moderate,PM2.5,36-061-0115,4
183211,New York,New York,36,61,2015-01-05,54,Moderate,PM2.5,36-061-0115,4
183212,New York,New York,36,61,2015-01-06,62,Moderate,PM2.5,36-061-0115,5
183213,New York,New York,36,61,2015-01-07,65,Moderate,PM2.5,36-061-0115,4
183214,New York,New York,36,61,2015-01-08,60,Moderate,PM2.5,36-061-0115,4
183215,New York,New York,36,61,2015-01-09,61,Moderate,PM2.5,36-061-0115,5
183216,New York,New York,36,61,2015-01-10,65,Moderate,PM2.5,36-061-0115,4
183217,New York,New York,36,61,2015-01-11,65,Moderate,PM2.5,36-061-0115,4
183218,New York,New York,36,61,2015-01-12,71,Moderate,PM2.5,36-061-0115,5
183219,New York,New York,36,61,2015-01-13,61,Moderate,PM2.5,36-061-0115,4
183220,New York,New York,36,61,2015-01-14,81,Moderate,PM2.5,36-061-0128,4
183221,New York,New York,36,61,2015-01-15,68,Moderate,PM2.5,36-061-0128,5
183222,New York,New York,36,61,2015-01-16,67,Moderate,PM2.5,36-061-0135,4
183223,New York,New York,36,61,2015-01-17,55,Moderate,PM2.5,36-061-0115,4
183224,New York,New York,36,61,2015-01-18,77,Moderate,PM2.5,36-061-0115,5
183225,New York,New York,36,61,2015-01-19,55,Moderate,PM2.5,36-061-0115,4
183226,New York,New York,36,61,2015-01-20,54,Moderate,PM2.5,36-061-0115,4
183227,New York,New York,36,61,2015-01-21,66,Moderate,PM2.5,36-061-0128,5
183228,New York,New York,36,61,2015-01-22,62,Moderate,PM2.5,36-061-0134,4
183229,New York,New York,36,61,2015-01-23,65,Moderate,PM2.5,36-061-0115,4
183230,New York,New York,36,61,2015-01-24,69,Moderate,PM2.5,36-061-0128,5
183231,New York,New York,36,61,2015-01-25,56,Moderate,PM2.5,36-061-0115,4
183232,New York,New York,36,61,2015-01-26,72,Moderate,PM2.5,36-061-0128,4
183233,New York,New York,36,61,2015-01-27,53,Moderate,PM2.5,36-061-0115,5
183234,New York,New York,36,61,2015-01-28,60,Moderate,PM2.5,36-061-0115,4
183235,New York,New York,36,61,2015-01-29,56,Moderate,PM2.5,36-061-0128,4
183236,New York,New York,36,61,2015-01-30,56,Moderate,PM2.5,36-061-0115,5
183237,New York,New York,36,61,2015-01-31,52,Moderate,PM2.5,36-061-0115,4
183238,New York,New York,36,61,2015-02-01,63,Moderate,PM2.5,36-061-0115,4
183239,New York,New York,36,61,2015-02-02,66,Moderate,PM2.5,36-061-0128,5
183240,New York,New York,36,61,2015-02-03,59,Moderate,PM2.5,36-061-0115,4
183241,New York,New York,36,61,2015-02-04,72,Moderate,PM2.5,36-061-0115,4
183242,New York,New York,36,61,2015-02-05,86,Moderate,PM2.5,36-061-0128,5
183243,New York,New York,36,61,2015-02-06,58,Moderate,PM2.5,36-061-0115,4
183244,New York,New York,36,61,2015-02-07,75,Moderate,PM2.5,36-061-0115,4
183245,New York,New York,36,61,2015-02-08,83,Moderate,PM2.5,36-061-0134,5
183246,New York,New York,36,61,2015-02-09,66,Moderate,PM2.5,36-061-0128,4
183247,New York,New York,36,61,2015-02-10,57,Moderate,PM2.5,36-061-0128,4
183248,New York,New York,36,61,2015-02-11,63,Moderate,PM2.5,36-061-0128,5
183249,New York,New York,36,61,2015-02-12,63,Moderate,PM2.5,36-061-0115,4
183250,New York,New York,36,61,2015-02-13,63,Moderate,PM2.5,36-061-0115,4
183251,New York,New York,36,61,2015-02-14,61,Moderate,PM2.5,36-061-0115,5
183252,New York,New York,36,61,2015-02-15,64,Moderate,PM2.5,36-061-0115,4
183253,New York,New York,36,61,2015-02-16,56,Moderate,PM2.5,36-061-0115,4
183254,New York,New York,36,61,2015-02-17,81,Moderate,PM2.5,36-061-0128,5
183255,New York,New York,36,61,2015-02-18,71,Moderate,PM2.5,36-061-0115,4
183256,New York,New York,36,61,2015-02-19,59,Moderate,PM2.5,36-061-0115,4
183257,New York,New York,36,61,2015-02-20,66,Moderate,PM2.5,36-061-0115,5
183258,New York,New York,36,61,2015-02-21,64,Moderate,PM2.5,36-061-0115,4
183259,New York,New York,36,61,2015-02-22,72,Moderate,PM2.5,36-061-0115,4
183260,New York,New York,36,61,2015-02-23,57,Moderate,PM2.5,36-061-0115,5
183261,New York,New York,36,61,2015-02-24,54,Moderate,PM2.5,36-061-0115,4
183262,New York,New York,36,61,2015-02-25,67,Moderate,PM2.5,36-061-0115,4
183263,New York,New York,36,61,2015-02-26,69,Moderate,PM2.5,36-061-0128,5
183264,New York,New York,36,61,2015-02-27,58,Moderate,PM2.5,36-061-0115,4
183265,New York,New York,36,61,2015-02-28,58,Moderate,PM2.5,36-061-0115,4
183266,New York,New York,36,61,2015-03-01,63,Moderate,PM2.5,36-061-0128,5
183267,New York,New York,36,61,2015-03-02,62,Moderate,PM2.5,36-061-0115,4
183268,New York,New York,36,61,2015-03-03,52,Moderate,PM2.5,36-061-0115,4
183269,New York,New York,36,61,2015-03-04,88,Moderate,PM2.5,36-061-0115,5
183270,New York,New York,36,61,2015-03-05,58,Moderate,PM2.5,36-061-0115,4
183271,New York,New York,36,61,2015-03-06,55,Moderate,PM2.5,36-061-0128,4
183272,New York,New York,36,61,2015-03-07,75,Moderate,PM2.5,36-061-0115,5
183273,New York,New York,36,61,2015-03-08,72,Moderate,PM2.5,36-061-0115,4
183274,New York,New York,36,61,2015-03-09,61,Moderate,PM2.5,36-061-0115,4
183275,New York,New York,36,61,2015-03-10,83,Moderate,PM2.5,36-061-0115,5
183276,New York,New York,36,61,2015-03-11,60,Moderate,PM2.5,36-061-0115,4
183277,New York,New York,36,61,2015-03-12,35,Good,Ozone,36-061-0135,4
183278,New York,New York,36,61,2015-03-13,55,Moderate,PM2.5,36-061-0128,5
183279,New York,New York,36,61,2015-03-14,52,Moderate,PM2.5,36-061-0115,4
183280,New York,New York,36,61,2015-03-15,41,Good,PM2.5,36-061-0115,4
183281,New York,New York,36,61,2015-03-16,60,Moderate,PM2.5,36-061-0115,5
183282,New York,New York,36,61,2015-03-17,59,Moderate,PM2.5,36-061-0115,4
183283,New York,New York,36,61,2015-03-18,43,Good,PM2.5,36-061-0115,4
183284,New York,New York,36,61,2015-03-19,44,Good,PM2.5,36-061-0115,5
183285,New York,New York,36,61,2015-03-20,54,Moderate,PM2.5,36-061-0128,4
183286,New York,New York,36,61,2015-03-21,61,Moderate,PM2.5,36-061-0115,4
183287,New York,New York,36,61,2015-03-22,52,Moderate,PM2.5,36-061-0115,5
183288,New York,New York,36,61,2015-03-23,50,Good,PM2.5,36-061-0115,4
183289,New York,New York,36,61,2015-03-24,52,Moderate,PM2.5,36-061-0128,4
183290,New York,New York,36,61,2015-03-25,64,Moderate,PM2.5,36-061-0079,5
183291,New York,New York,36,61,2015-03-26,64,Moderate,PM2.5,36-061-0115,4
183292,New York,New York,36,61,2015-03-27,29,Good,PM2.5,36-061-0134,4
183293,New York,New York,36,61,2015-03-28,41,Good,PM2.5,36-061-0115,5
183294,New York,New York,36,61,2015-03-29,36,Good,PM2.5,36-061-0115,3
183295,New York,New York,36,61,2015-03-30,46,Good,PM2.5,36-061-0115,4
183296,New York,New York,36,61,2015-03-31,40,Good,PM2.5,36-061-0128,5
183297,New York,New York,36,61,2015-04-01,36,Good,PM2.5,36-061-0134,4
183298,New York,New York,36,61,2015-04-02,58,Moderate,PM2.5,36-061-0115,4
183299,New York,New York,36,61,2015-04-03,65,Moderate,PM2.5,36-061-0115,5
183300,New York,New York,36,61,2015-04-04,34,Good,PM2.5,36-061-0115,4
183301,New York,New York,36,61,2015-04-05,51,Moderate,PM2.5,36-061-0115,4
183302,New York,New York,36,61,2015-04-06,64,Moderate,PM2.5,36-061-0128,5
183303,New York,New York,36,61,2015-04-07,55,Moderate,PM2.5,36-061-0115,4
183304,New York,New York,36,61,2015-04-08,33,Good,PM2.5,36-061-0128,4
183305,New York,New York,36,61,2015-04-09,61,Moderate,PM2.5,36-061-0128,5
183306,New York,New York,36,61,2015-04-10,56,Moderate,PM2.5,36-061-0115,4
183307,New York,New York,36,61,2015-04-11,37,Good,Ozone,36-061-0135,4
183308,New York,New York,36,61,2015-04-12,46,Good,PM2.5,36-061-0134,5
183309,New York,New York,36,61,2015-04-13,52,Moderate,PM2.5,36-061-0115,4
183310,New York,New York,36,61,2015-04-14,38,Good,PM2.5,36-061-0115,4
183311,New York,New York,36,61,2015-04-15,39,Good,Ozone,36-061-0135,5
183312,New York,New York,36,61,2015-04-16,39,Good,Ozone,36-061-0135,4
183313,New York,New York,36,61,2015-04-17,54,Moderate,PM2.5,36-061-0115,4
183314,New York,New York,36,61,2015-04-18,53,Moderate,PM2.5,36-061-0134,5
183315,New York,New York,36,61,2015-04-19,35,Good,Ozone,36-061-0135,4
183316,New York,New York,36,61,2015-04-20,32,Good,PM2.5,36-061-0134,3
183317,New York,New York,36,61,2015-04-21,42,Good,PM2.5,36-061-0134,5
183318,New York,New York,36,61,2015-04-22,52,Moderate,PM2.5,36-061-0115,4
183319,New York,New York,36,61,2015-04-23,30,Good,Ozone,36-061-0135,4
183320,New York,New York,36,61,2015-04-24,29,Good,Ozone,36-061-0135,5
183321,New York,New York,36,61,2015-04-25,31,Good,Ozone,36-061-0135,4
183322,New York,New York,36,61,2015-04-26,38,Good,Ozone,36-061-0135,4
183323,New York,New York,36,61,2015-04-27,28,Good,Ozone,36-061-0135,5
183324,New York,New York,36,61,2015-04-28,40,Good,Ozone,36-061-0135,4
183325,New York,New York,36,61,2015-04-29,39,Good,Ozone,36-061-0135,4
183326,New York,New York,36,61,2015-04-30,32,Good,Ozone,36-061-0135,5
183327,New York,New York,36,61,2015-05-01,30,Good,Ozone,36-061-0135,4
183328,New York,New York,36,61,2015-05-02,40,Good,PM2.5,36-061-0134,4
183329,New York,New York,36,61,2015-05-03,49,Good,PM2.5,36-061-0079,5
183330,New York,New York,36,61,2015-05-04,67,Moderate,PM2.5,36-061-0115,4
183331,New York,New York,36,61,2015-05-05,64,Moderate,PM2.5,36-061-0134,4
183332,New York,New York,36,61,2015-05-06,50,Good,PM2.5,36-061-0128,5
183333,New York,New York,36,61,2015-05-07,55,Moderate,PM2.5,36-061-0134,4
183334,New York,New York,36,61,2015-05-08,61,Moderate,PM2.5,36-061-0115,4
183335,New York,New York,36,61,2015-05-09,67,Moderate,PM2.5,36-061-0128,5
183336,New York,New York,36,61,2015-05-10,57,Moderate,PM2.5,36-061-0115,4
183337,New York,New York,36,61,2015-05-11,74,Moderate,PM2.5,36-061-0135,4
183338,New York,New York,36,61,2015-05-12,57,Moderate,PM2.5,36-061-0135,5
183339,New York,New York,36,61,2015-05-13,25,Good,Ozone,36-061-0135,3
183340,New York,New York,36,61,2015-05-14,44,Good,Ozone,36-061-0135,4
183341,New York,New York,36,61,2015-05-15,51,Moderate,PM2.5,36-061-0115,5
183342,New York,New York,36,61,2015-05-16,59,Moderate,PM2.5,36-061-0115,4
183343,New York,New York,36,61,2015-05-17,61,Moderate,PM2.5,36-061-0134,4
183344,New York,New York,36,61,2015-05-18,63,Moderate,PM2.5,36-061-0128,5
183345,New York,New York,36,61,2015-05-19,59,Moderate,PM2.5,36-061-0115,4
183346,New York,New York,36,61,2015-05-20,27,Good,Ozone,36-061-0135,3
183347,New York,New York,36,61,2015-05-21,32,Good,PM2.5,36-061-0128,5
183348,New York,New York,36,61,2015-05-22,43,Good,Ozone,36-061-0135,4
183349,New York,New York,36,61,2015-05-23,37,Good,Ozone,36-061-0135,4
183350,New York,New York,36,61,2015-05-24,61,Moderate,Ozone,36-061-0135,5
183351,New York,New York,36,61,2015-05-25,58,Moderate,Ozone,36-061-0135,4
183352,New York,New York,36,61,2015-05-26,55,Moderate,PM2.5,36-061-0115,4
183353,New York,New York,36,61,2015-05-27,55,Moderate,PM2.5,36-061-0115,5
183354,New York,New York,36,61,2015-05-28,57,Moderate,PM2.5,36-061-0115,4
183355,New York,New York,36,61,2015-05-29,38,Good,Ozone,36-061-0135,3
183356,New York,New York,36,61,2015-05-30,41,Good,PM2.5,36-061-0115,5
183357,New York,New York,36,61,2015-05-31,39,Good,PM2.5,36-061-0115,4
183358,New York,New York,36,61,2015-06-01,23,Good,Ozone,36-061-0135,3
183359,New York,New York,36,61,2015-06-02,29,Good,PM2.5,36-061-0128,4
183360,New York,New York,36,61,2015-06-03,25,Good,Ozone,36-061-0135,3
183361,New York,New York,36,61,2015-06-04,27,Good,Ozone,36-061-0135,3
183362,New York,New York,36,61,2015-06-05,48,Good,PM2.5,36-061-0128,4
183363,New York,New York,36,61,2015-06-06,38,Good,Ozone,36-061-0135,4
183364,New York,New York,36,61,2015-06-07,36,Good,Ozone,36-061-0135,4
183365,New York,New York,36,61,2015-06-08,45,Good,PM2.5,36-061-0134,5
183366,New York,New York,36,61,2015-06-09,53,Moderate,PM2.5,36-061-0115,4
183367,New York,New York,36,61,2015-06-10,59,Moderate,PM2.5,36-061-0135,4
183368,New York,New York,36,61,2015-06-11,108,Unhealthy for Sensitive Groups,Ozone,36-061-0135,5
183369,New York,New York,36,61,2015-06-12,71,Moderate,PM2.5,36-061-0134,4
183370,New York,New York,36,61,2015-06-13,43,Good,Ozone,36-061-0135,3
183371,New York,New York,36,61,2015-06-14,90,Moderate,Ozone,36-061-0135,5
183372,New York,New York,36,61,2015-06-15,51,Moderate,PM2.5,36-061-0115,3
183373,New York,New York,36,61,2015-06-16,55,Moderate,PM2.5,36-061-0115,3
183374,New York,New York,36,61,2015-06-17,48,Good,PM2.5,36-061-0134,5
183375,New York,New York,36,61,2015-06-18,31,Good,Ozone,36-061-0135,4
183376,New York,New York,36,61,2015-06-19,50,Good,PM2.5,36-061-0134,4
183377,New York,New York,36,61,2015-06-20,54,Moderate,PM2.5,36-061-0128,5
183378,New York,New York,36,61,2015-06-21,39,Good,PM2.5,36-061-0134,4
183379,New York,New York,36,61,2015-06-22,54,Moderate,PM2.5,36-061-0134,4
183380,New York,New York,36,61,2015-06-23,68,Moderate,PM2.5,36-061-0115,5
183381,New York,New York,36,61,2015-06-24,32,Good,Ozone,36-061-0135,3
183382,New York,New York,36,61,2015-06-25,38,Good,PM2.5,36-061-0134,4
183383,New York,New York,36,61,2015-06-26,55,Moderate,PM2.5,36-061-0134,5
183384,New York,New York,36,61,2015-06-27,29,Good,Ozone,36-061-0135,3
183385,New York,New York,36,61,2015-06-28,24,Good,Ozone,36-061-0135,3
183386,New York,New York,36,61,2015-06-29,30,Good,Ozone,36-061-0135,5
183387,New York,New York,36,61,2015-06-30,45,Good,PM2.5,36-061-0115,4
183388,New York,New York,36,61,2015-07-01,65,Moderate,PM2.5,36-061-0134,4
183389,New York,New York,36,61,2015-07-02,57,Moderate,PM2.5,36-061-0134,5
183390,New York,New York,36,61,2015-07-03,49,Good,Ozone,36-061-0135,4
183391,New York,New York,36,61,2015-07-04,58,Moderate,PM2.5,36-061-0128,4
183392,New York,New York,36,61,2015-07-05,61,Moderate,PM2.5,36-061-0128,5
183393,New York,New York,36,61,2015-07-06,57,Moderate,PM2.5,36-061-0128,4
183394,New York,New York,36,61,2015-07-07,61,Moderate,PM2.5,36-061-0128,4
183395,New York,New York,36,61,2015-07-08,69,Moderate,PM2.5,36-061-0134,5
183396,New York,New York,36,61,2015-07-09,61,Moderate,PM2.5,36-061-0134,4
183397,New York,New York,36,61,2015-07-10,42,Good,Ozone,36-061-0135,4
183398,New York,New York,36,61,2015-07-11,61,Moderate,PM2.5,36-061-0134,5
183399,New York,New York,36,61,2015-07-12,56,Moderate,PM2.5,36-061-0115,4
183400,New York,New York,36,61,2015-07-13,53,Moderate,PM2.5,36-061-0134,4
183401,New York,New York,36,61,2015-07-14,60,Moderate,PM2.5,36-061-0128,5
183402,New York,New York,36,61,2015-07-15,58,Moderate,PM2.5,36-061-0128,4
183403,New York,New York,36,61,2015-07-16,45,Good,Ozone,36-061-0135,4
183404,New York,New York,36,61,2015-07-17,45,Good,Ozone,36-061-0135,5
183405,New York,New York,36,61,2015-07-18,56,Moderate,PM2.5,36-061-0115,4
183406,New York,New York,36,61,2015-07-19,97,Moderate,Ozone,36-061-0135,4
183407,New York,New York,36,61,2015-07-20,64,Moderate,PM2.5,36-061-0134,5
183408,New York,New York,36,61,2015-07-21,57,Moderate,PM2.5,36-061-0115,4
183409,New York,New York,36,61,2015-07-22,34,Good,Ozone,36-061-0135,3
183410,New York,New York,36,61,2015-07-23,38,Good,PM2.5,36-061-0134,5
183411,New York,New York,36,61,2015-07-24,40,Good,Ozone,36-061-0135,4
183412,New York,New York,36,61,2015-07-25,50,Good,PM2.5,36-061-0134,4
183413,New York,New York,36,61,2015-07-26,58,Moderate,Ozone,36-061-0135,5
183414,New York,New York,36,61,2015-07-27,54,Moderate,PM2.5,36-061-0115,4
183415,New York,New York,36,61,2015-07-28,77,Moderate,Ozone,36-061-0135,4
183416,New York,New York,36,61,2015-07-29,101,Unhealthy for Sensitive Groups,Ozone,36-061-0135,5
183417,New York,New York,36,61,2015-07-30,62,Moderate,PM2.5,36-061-0115,4
183418,New York,New York,36,61,2015-07-31,37,Good,Ozone,36-061-0135,3
183419,New York,New York,36,61,2015-08-01,53,Moderate,PM2.5,36-061-0134,5
183420,New York,New York,36,61,2015-08-02,49,Good,Ozone,36-061-0135,4
183421,New York,New York,36,61,2015-08-03,74,Moderate,Ozone,36-061-0135,4
183422,New York,New York,36,61,2015-08-04,53,Moderate,PM2.5,36-061-0134,5
183423,New York,New York,36,61,2015-08-05,48,Good,PM2.5,36-061-0134,4
183424,New York,New York,36,61,2015-08-06,35,Good,Ozone,36-061-0135,4
183425,New York,New York,36,61,2015-08-07,39,Good,PM2.5,36-061-0128,5
183426,New York,New York,36,61,2015-08-08,36,Good,Ozone,36-061-0135,4
183427,New York,New York,36,61,2015-08-09,34,Good,Ozone,36-061-0135,4
183428,New York,New York,36,61,2015-08-10,30,Good,PM2.5,36-061-0134,5
183429,New York,New York,36,61,2015-08-11,41,Good,PM2.5,36-061-0115,4
183430,New York,New York,36,61,2015-08-12,30,Good,Ozone,36-061-0135,4
183431,New York,New York,36,61,2015-08-13,35,Good,Ozone,36-061-0135,4
183432,New York,New York,36,61,2015-08-14,54,Moderate,Ozone,36-061-0135,4
183433,New York,New York,36,61,2015-08-15,112,Unhealthy for Sensitive Groups,Ozone,36-061-0135,4
183434,New York,New York,36,61,2015-08-16,100,Moderate,Ozone,36-061-0135,5
183435,New York,New York,36,61,2015-08-17,93,Moderate,Ozone,36-061-0135,4
183436,New York,New York,36,61,2015-08-18,60,Moderate,PM2.5,36-061-0128,4
183437,New York,New York,36,61,2015-08-19,35,Good,PM2.5,36-061-0134,5
183438,New York,New York,36,61,2015-08-20,24,Good,Ozone,36-061-0135,4
183439,New York,New York,36,61,2015-08-21,49,Good,Ozone,36-061-0135,4
183440,New York,New York,36,61,2015-08-22,47,Good,Ozone,36-061-0135,5
183441,New York,New York,36,61,2015-08-23,37,Good,Ozone,36-061-0135,4
183442,New York,New York,36,61,2015-08-24,74,Moderate,Ozone,36-061-0135,4
183443,New York,New York,36,61,2015-08-25,61,Moderate,Ozone,36-061-0135,5
183444,New York,New York,36,61,2015-08-26,43,Good,Ozone,36-061-0135,4
183445,New York,New York,36,61,2015-08-27,28,Good,Ozone,36-061-0135,4
183446,New York,New York,36,61,2015-08-28,37,Good,Ozone,36-061-0135,5
183447,New York,New York,36,61,2015-08-29,74,Moderate,Ozone,36-061-0135,4
183448,New York,New York,36,61,2015-08-30,80,Moderate,Ozone,36-061-0135,4
183449,New York,New York,36,61,2015-08-31,71,Moderate,PM2.5,36-061-0134,5
183450,New York,New York,36,61,2015-09-01,74,Moderate,Ozone,36-061-0135,4
183451,New York,New York,36,61,2015-09-02,75,Moderate,PM2.5,36-061-0135,4
183452,New York,New York,36,61,2015-09-03,88,Moderate,PM2.5,36-061-0134,5
183453,New York,New York,36,61,2015-09-04,66,Moderate,PM2.5,36-061-0134,4
183454,New York,New York,36,61,2015-09-05,31,Good,Ozone,36-061-0135,4
